device,first_payment_amount,age,city,number_of_cards,payments_initiated,payments_failed,payments_completed,payments_completed_amount_first_7days,reward_purchase_count_first_7days,coins_redeemed_first_7days,is_referral,visits_feature_1,visits_feature_2,given_permission_1,given_permission_2,user_id,is_churned
xiaomi,47,36,Newcastle,2,2,1,1,47,2,20,FALSE,0,0,1,0,64269,0
vivo,47,36,Surat,0,1,0,1,47,1,3,TRUE,0,1,1,1,257198,0
lenovo,47,36,Mumbai,1,2,1,1,47,1,3,TRUE,0,0,1,0,249671,0
apple,47,36,Mumbai,1,1,0,1,47,0,0,FALSE,0,0,1,1,335128,0
xiaomi,47,36,,1,2,0,1,47,2,20,FALSE,0,0,1,1,263317,0
apple,47,36,Dharamshala,2,1,0,1,47,2,20,FALSE,0,0,1,1,253557,0
xiaomi,48,36,Hyderabad,2,3,1,2,88,4,20,TRUE,0,0,1,1,136341,0
oppo,48,36,Vadodara,6,1,0,1,48,0,0,TRUE,0,0,1,0,43001,0
xiaomi,48,36,goa,2,1,0,1,48,2,20,TRUE,0,1,1,1,185635,0
oneplus,48,36,NCR,2,2,0,2,55,3,23,FALSE,0,0,1,0,178964,0
oneplus,48,36,Bangalore,0,2,0,1,48,2,20,FALSE,0,0,1,1,313371,0
oppo,49,36,Kolkata,0,1,0,1,49,0,0,FALSE,0,0,1,1,60040,0
xiaomi,49,36,NCR,2,2,0,2,103,0,0,TRUE,0,0,1,1,49035,0
xiaomi,49,36,Bangalore,0,1,0,1,49,2,20,TRUE,0,0,1,1,8755,0
oneplus,49,36,Mumbai,1,3,0,2,153,5,90,FALSE,0,0,0,1,279018,0
samsung,49,36,NCR,2,3,0,3,212,3,23,FALSE,0,2,1,0,118765,0
oneplus,49,36,Pune,3,3,0,3,156,3,33,TRUE,0,1,0,1,35344,0
oneplus,49,36,Rajkot,2,1,0,1,49,2,37,FALSE,0,0,0,1,482598,0
realme,49,36,Mumbai,1,1,0,1,49,,0,FALSE,1,1,1,1,295433,0
samsung,50,36,Mumbai,3,2,0,2,126,5,90,TRUE,0,0,1,1,375596,0
lenovo,50,36,Bangalore,3,1,0,1,50,2,20,TRUE,0,0,1,1,345706,0
apple,50,36,Hyderabad,5,4,1,1,50,2,20,FALSE,0,0,1,1,316278,0
oneplus,50,36,Jaipur,1,1,0,1,50,2,20,TRUE,0,0,1,1,403055,0
apple,50,36,Mumbai,2,2,0,1,50,2,20,FALSE,0,0,1,1,373661,0
apple,50,36,NCR,2,1,0,1,50,2,20,TRUE,0,0,1,1,312346,0
vivo,50,36,Mumbai,2,3,0,1,50,1,3,FALSE,0,0,1,0,360012,0
motorola,50,36,Kanchipuram,1,1,0,1,50,1,3,TRUE,0,0,1,1,440203,0
asus,50,36,Salem,1,2,0,2,57,3,23,FALSE,0,0,1,1,257599,0
samsung,50,36,Hyderabad,3,2,0,2,68,5,57,TRUE,1,0,1,1,486749,0
samsung,50,36,Belgaum,1,1,0,1,50,0,0,TRUE,0,0,1,1,433998,0
xiaomi,50,36,Bangalore,1,1,0,1,50,0,0,TRUE,0,0,0,0,163931,0
samsung,50,36,Bangalore,9,4,0,4,85,4,40,FALSE,0,0,1,1,74398,0
samsung,50,36,Hyderabad,0,2,0,2,109,4,40,TRUE,0,0,1,1,415058,0
lenovo,50,36,Chennai,0,1,0,1,50,2,20,FALSE,,,1,0,445701,0
oppo,50,36,Sonipat,4,3,0,2,84,4,40,FALSE,0,0,1,1,118906,0
xiaomi,50,36,,2,6,4,1,50,1,3,FALSE,0,0,1,1,86331,0
apple,50,36,Hyderabad,3,2,1,1,0,2,20,FALSE,0,0,1,0,245738,0
xiaomi,50,36,Haldwani,1,3,0,3,181,7,110,FALSE,0,0,1,1,97462,0
oppo,50,36,Mumbai,2,8,3,4,210,5,73,FALSE,0,0,1,0,335120,0
samsung,50,36,,0,1,0,1,50,,0,TRUE,0,0,0,0,55083,0
vivo,50,36,Bangalore,4,1,0,1,50,2,20,TRUE,0,0,1,1,146825,0
realme,50,36,Ahmedabad,6,7,3,2,235,6,190,FALSE,1,3,1,1,328079,0
apple,51,36,Bangalore,3,2,0,2,104,4,40,FALSE,0,0,1,1,171263,0
apple,51,36,Visakhapatnam,3,3,0,2,56,3,23,FALSE,0,0,1,1,500507,0
xiaomi,51,36,Pune,5,3,1,1,51,0,17,FALSE,1,0,1,1,430474,0
xiaomi,51,36,Bangalore,3,1,0,1,51,2,20,TRUE,0,0,1,1,83833,0
xiaomi,51,36,Pune,3,1,0,1,51,3,20,TRUE,0,0,1,0,91900,0
oneplus,51,36,NCR,3,3,1,1,51,0,0,TRUE,0,0,0,0,54110,0
motorola,51,36,Ahmedabad,1,2,0,1,51,2,20,FALSE,0,0,1,0,334907,0
xiaomi,51,36,NCR,6,1,0,1,51,4,37,TRUE,0,0,1,1,501597,0
realme,51,36,Ahmedabad,8,6,0,3,162,2,37,TRUE,2,1,1,1,234684,0
xiaomi,51,36,Bhilai,6,2,0,2,84,1,3,TRUE,0,0,0,0,381946,0
xiaomi,51,36,San Jose/USA,2,1,0,1,51,2,20,FALSE,0,0,1,1,90489,0
apple,51,36,Pune,2,1,0,1,51,2,20,FALSE,0,0,1,1,256728,0
xiaomi,52,36,Ahmedabad,1,1,0,1,52,1,0,TRUE,0,0,1,1,489498,0
samsung,52,36,Hyderabad,3,2,0,1,52,,0,TRUE,1,1,1,0,433882,0
samsung,52,36,Bangalore,0,2,0,1,52,,0,TRUE,0,0,1,0,403530,0
samsung,52,36,NCR,5,1,0,1,52,2,53,FALSE,0,0,1,1,227863,0
xiaomi,52,36,Hyderabad,1,1,0,1,52,3,20,TRUE,0,0,1,1,469721,0
xiaomi,52,36,Belgaum,1,1,0,1,52,3,20,TRUE,0,0,1,1,191195,0
realme,52,36,Hyderabad,0,1,0,1,52,2,20,FALSE,0,0,1,1,16481,0
samsung,52,36,NCR,8,16,5,6,171,1,3,FALSE,0,0,1,0,271210,0
xiaomi,52,36,,2,4,3,1,52,3,37,TRUE,0,0,1,0,299085,0
xiaomi,52,36,Ahmedabad,0,7,1,1,52,2,20,FALSE,1,0,1,1,195343,0
huawei,52,36,,4,2,1,1,52,0,0,FALSE,0,0,0,0,393096,0
oneplus,53,36,Indore,4,1,0,1,53,2,20,TRUE,0,0,1,1,206080,0
apple,53,36,Bangalore,2,1,0,1,53,2,20,FALSE,0,0,1,1,131664,0
xiaomi,53,36,Pune,1,1,0,1,53,2,20,FALSE,0,0,1,0,286352,0
apple,53,36,NCR,3,2,1,1,53,2,20,TRUE,0,0,1,1,351083,0
apple,53,36,Vijayawada,0,1,0,1,53,0,0,TRUE,0,0,1,1,32686,0
apple,53,36,Bangalore,1,6,4,1,53,2,20,FALSE,0,0,1,0,325001,0
xiaomi,53,36,Ahmedabad,1,1,0,1,53,2,20,TRUE,0,0,1,1,314479,0
apple,53,36,Mumbai,4,3,0,3,66,3,23,FALSE,2,3,1,1,483857,0
apple,53,36,Patiala,5,3,0,3,342,4,73,FALSE,1,2,1,1,51338,0
samsung,53,36,Singapore,0,3,0,1,53,0,0,FALSE,0,0,1,1,48250,0
oneplus,53,36,Bangalore,5,2,0,1,53,1,3,TRUE,0,0,1,1,477996,0
hmd global,53,36,Bangalore,4,2,0,1,53,0,0,TRUE,0,0,1,0,485356,0
samsung,53,36,Mumbai,4,2,0,2,76,,0,TRUE,0,0,1,0,447277,0
oneplus,54,36,Bangalore,7,2,1,1,54,1,53,FALSE,0,0,1,1,81591,0
samsung,54,36,Bangalore,2,1,0,1,54,2,20,FALSE,0,0,1,1,334264,0
apple,54,36,Secunderabad,3,1,0,1,54,,0,TRUE,0,0,0,1,87580,0
realme,54,36,Bangalore,4,3,0,2,163,3,23,TRUE,0,0,1,1,276147,0
xiaomi,54,36,Visakhapatnam,1,1,0,1,54,2,20,TRUE,0,0,1,1,496861,0
xiaomi,54,36,Mumbai,6,4,0,4,210,0,100,FALSE,0,0,1,1,261939,0
samsung,54,36,Berhampur,2,3,0,1,54,3,20,TRUE,0,0,1,0,416932,0
apple,54,36,NCR,1,4,0,4,241,3,87,FALSE,0,0,1,1,396836,0
xiaomi,54,36,Bangalore,2,1,0,1,54,2,20,TRUE,0,0,1,1,386410,0
samsung,54,36,Jaipur,5,2,0,1,54,,0,TRUE,0,0,1,1,195187,0
oppo,54,36,Surat,17,5,0,3,197,0,0,TRUE,0,0,1,0,408352,0
realme,55,36,Chennai,2,4,0,3,341,7,257,FALSE,1,1,1,1,289390,0
samsung,55,36,Mandi,0,1,0,1,55,0,0,FALSE,0,0,1,1,99428,0
oneplus,55,36,Aurangabad,10,5,1,4,172,4,73,FALSE,0,2,1,0,387388,0
oneplus,55,36,Mumbai,1,1,0,1,55,,0,TRUE,0,0,1,1,307274,0
huawei,55,36,Bangalore,3,3,0,3,56,1,3,TRUE,0,0,0,0,386998,0
oneplus,55,36,Bangalore,1,1,0,1,55,0,0,TRUE,0,0,1,1,24715,0
xiaomi,55,36,Kolkata,2,11,1,6,69,6,33,TRUE,1,2,1,1,353590,0
vivo,55,36,Ahmedabad,2,4,2,1,55,1,33,FALSE,1,0,1,0,376747,0
apple,55,36,Mumbai,0,1,0,1,55,0,0,FALSE,0,0,1,0,493318,0
oppo,55,36,NCR,2,3,2,1,55,2,20,FALSE,1,0,1,1,340920,0
oppo,56,36,NCR,12,9,2,4,447,5,0,FALSE,0,0,1,1,319193,0
samsung,56,36,Mumbai,1,1,0,1,56,1,57,FALSE,0,0,1,1,235272,0
huawei,56,36,Hyderabad,2,4,0,2,94,3,23,TRUE,0,0,1,1,208676,0
coolpad,56,36,Bangalore,4,9,4,3,397,11,393,TRUE,0,0,1,0,490196,0
xiaomi,56,36,NCR,1,1,0,1,56,3,20,TRUE,0,1,1,1,485065,0
oppo,57,36,Vadodara,2,3,1,2,60,2,20,FALSE,0,1,1,1,252811,0
apple,57,36,Bangalore,3,4,0,2,60,2,20,TRUE,0,0,1,0,123903,0
xiaomi,57,36,Gandhinagar,0,2,0,1,57,2,20,FALSE,0,1,1,1,416699,0
motorola,57,36,Bangalore,2,1,0,1,57,,0,TRUE,0,0,1,1,357642,0
samsung,57,36,Surat,3,1,0,1,57,2,20,TRUE,0,0,1,1,45268,0
apple,57,36,Bangalore,4,1,0,1,57,0,0,FALSE,0,0,1,0,284187,0
vivo,57,36,Rajkot,5,3,0,3,123,6,60,FALSE,0,0,1,1,377688,0
oneplus,57,36,Bangalore,2,4,0,3,271,4,23,FALSE,0,0,1,1,463313,0
apple,57,36,Mumbai,5,3,0,3,192,4,73,FALSE,0,0,1,1,222712,0
oneplus,57,36,NCR,1,4,1,1,57,1,3,FALSE,0,0,1,1,440075,0
xiaomi,58,36,,3,1,0,1,58,2,20,FALSE,1,0,1,0,389918,0
xiaomi,58,36,,3,2,0,2,84,4,40,FALSE,0,0,1,1,254466,0
huawei,58,36,NCR,3,2,0,2,92,2,20,TRUE,0,0,1,1,50993,0
realme,58,36,Chennai,4,4,0,2,65,0,67,TRUE,0,0,1,1,97397,0
google,58,36,NCR,11,2,1,1,58,2,20,TRUE,0,0,1,0,316592,0
vivo,58,36,Ahmedabad,3,1,0,1,58,1,3,TRUE,0,1,1,0,359977,0
vivo,59,36,NCR,4,4,0,3,201,7,127,TRUE,0,0,1,1,261358,0
samsung,59,36,Ahmedabad,4,3,0,3,334,0,100,FALSE,0,0,1,1,255747,0
xiaomi,59,36,Kozhikode,1,2,0,2,112,4,40,FALSE,2,1,1,1,419615,0
samsung,59,36,Ratnagiri,13,4,0,3,76,0,0,TRUE,0,0,1,1,84840,0
xiaomi,59,36,NCR,3,2,0,2,157,5,90,TRUE,0,0,1,0,327598,0
oppo,60,36,,4,7,2,4,170,6,60,FALSE,0,0,1,0,34360,0
oneplus,60,36,Chennai,3,2,1,1,60,,0,FALSE,0,1,1,1,147326,0
apple,60,36,NCR,1,5,1,3,130,0,0,FALSE,0,0,1,1,101660,0
lenovo,60,36,Mumbai,0,2,1,1,60,1,17,TRUE,0,0,0,0,290021,0
huawei,60,36,Kozhikode,0,13,8,4,113,1,3,FALSE,0,0,1,1,483617,0
huawei,60,36,Bangalore,2,1,0,1,60,,0,FALSE,0,0,1,1,128607,0
realme,60,36,Tiruvallur,4,3,0,3,81,2,20,FALSE,0,0,1,1,278729,0
oppo,61,36,Kolkata,,,,,,0,,FALSE,,,1,1,354227,0
samsung,61,36,Adilabad,4,1,0,1,61,0,50,TRUE,0,0,1,1,274278,0
apple,61,36,Mumbai,2,3,0,2,87,3,23,FALSE,0,0,1,1,186393,0
apple,61,36,NCR,2,1,0,1,61,1,3,FALSE,0,0,1,1,414779,0
xiaomi,61,36,Chennai,5,7,0,5,428,12,350,FALSE,0,0,1,1,230743,0
xiaomi,61,36,NCR,1,4,0,2,93,0,0,TRUE,0,0,1,1,114669,0
samsung,61,36,Bangalore,1,2,0,2,67,1,50,FALSE,0,0,1,1,217296,0
vivo,62,36,Hyderabad,1,2,0,1,62,2,20,FALSE,0,0,1,1,290884,0
xiaomi,62,36,Ajmer,3,3,1,1,62,2,20,FALSE,0,0,1,1,323651,0
samsung,62,36,Moga/Ludhiana,2,1,0,1,62,2,20,FALSE,0,0,1,1,126050,0
samsung,62,36,Bangalore,1,3,0,3,165,0,0,TRUE,0,0,1,0,309730,0
apple,62,36,NCR,0,2,0,1,62,2,20,FALSE,0,0,1,0,140827,0
xiaomi,63,36,Bangalore,2,2,0,1,63,0,0,FALSE,0,0,1,1,280978,0
samsung,63,36,Varanasi,1,1,0,1,63,2,20,FALSE,1,2,1,1,77038,0
xiaomi,63,36,Hyderabad,5,1,0,1,63,0,0,TRUE,0,0,1,1,472646,0
apple,63,36,Warangal,3,4,0,4,357,2,203,FALSE,0,0,1,1,190050,0
apple,63,36,Hyderabad,4,1,0,1,63,0,0,FALSE,0,0,1,1,242689,0
samsung,63,36,Bangalore,1,2,1,1,63,2,20,FALSE,2,5,1,1,388291,0
oneplus,63,36,Mumbai,1,1,0,1,63,2,20,TRUE,1,0,1,0,406196,0
vivo,63,36,Mumbai,7,1,0,1,63,,0,FALSE,0,0,1,1,440432,0
xiaomi,63,36,Bangalore,0,1,0,1,63,2,20,FALSE,0,0,1,1,188090,0
vivo,63,36,Bangalore,2,1,0,1,63,5,20,FALSE,1,1,1,1,192508,0
vivo,63,36,Hyderabad,2,1,0,1,63,,0,FALSE,0,0,1,0,495448,0
samsung,64,36,Bangalore,4,1,0,1,64,2,20,FALSE,0,0,1,1,201160,0
oneplus,64,36,Mumbai,3,6,1,3,392,4,23,FALSE,0,0,0,0,87148,0
apple,64,36,,1,4,0,1,64,2,20,FALSE,0,0,1,1,38808,0
oppo,64,36,Jaipur,4,1,0,1,64,2,20,FALSE,0,0,1,1,429519,0
apple,64,36,Hyderabad,3,1,0,1,64,2,20,FALSE,0,0,1,1,339160,0
xiaomi,64,36,Bangalore,1,1,0,1,64,4,20,TRUE,0,0,1,1,486107,0
oneplus,64,36,Hyderabad,2,2,0,2,96,0,0,TRUE,0,0,1,1,108939,0
apple,64,36,Mathura,2,1,0,1,64,,0,FALSE,0,0,0,0,250217,0
apple,65,36,,2,2,0,2,99,2,20,FALSE,0,0,1,1,297747,0
,65,36,Mumbai,1,2,0,1,65,2,20,FALSE,0,0,1,1,493849,0
xiaomi,65,36,Khammam/ Vijayawada,4,5,1,3,97,5,43,FALSE,0,1,1,1,103278,0
huawei,65,36,Chennai,1,1,0,1,65,2,20,TRUE,0,0,1,1,52052,0
apple,65,36,Hanumangarh,2,1,0,1,65,2,20,TRUE,0,0,1,1,218819,0
vivo,65,36,Ahmedabad,0,1,0,1,65,,0,FALSE,0,0,1,0,480692,0
oneplus,66,36,,4,1,0,1,66,,0,TRUE,0,0,1,1,114074,0
samsung,66,36,NCR,0,2,1,1,66,2,20,FALSE,0,0,1,1,186987,0
oneplus,66,36,NCR,4,1,0,1,66,2,20,FALSE,0,0,1,1,294171,0
oneplus,66,36,Bangalore,1,2,0,2,82,3,23,FALSE,0,0,1,1,377352,0
samsung,66,36,Hyderabad,1,4,1,3,165,0,83,TRUE,0,0,1,1,139320,0
motorola,66,36,NCR,2,1,0,1,66,3,20,TRUE,0,0,1,1,380748,0
lenovo,66,36,NCR,6,1,0,1,66,2,53,FALSE,1,1,1,1,217868,0
oppo,66,36,,1,2,0,1,66,1,67,FALSE,0,0,1,1,476934,0
oneplus,66,36,Bangalore,3,2,0,2,67,2,20,FALSE,0,0,1,1,102260,0
oneplus,66,36,Bangalore,7,4,0,3,166,6,93,FALSE,0,1,1,1,333247,0
motorola,66,36,Narsinghpur,3,6,2,1,66,3,20,TRUE,0,0,1,1,489879,0
google,67,36,Bangalore,2,1,0,1,67,2,53,FALSE,1,0,0,0,28493,0
huawei,67,36,Mumbai,4,1,0,1,67,2,53,TRUE,2,0,1,1,338234,0
apple,67,36,NCR,3,2,0,2,83,2,3,TRUE,0,0,1,1,480383,0
samsung,67,36,Kolkata,6,4,1,2,96,5,90,FALSE,0,0,1,1,471873,0
motorola,67,36,NCR,7,6,1,4,120,7,97,FALSE,3,2,1,0,176747,0
asus,67,36,NCR,1,5,0,3,133,6,93,TRUE,0,0,1,1,352163,0
xiaomi,67,36,Chandigarh,2,1,0,1,67,2,20,FALSE,0,0,1,0,420450,0
xiaomi,67,36,Bangalore,3,10,2,5,131,7,60,FALSE,0,1,1,1,287732,0
vivo,67,36,Nizamabad,1,5,3,2,132,4,123,FALSE,0,0,1,1,229168,0
oppo,67,36,Dhanbad,1,1,0,1,0,1,3,TRUE,0,0,1,0,373303,0
vivo,67,36,Kolkata,8,4,2,2,67,1,3,FALSE,0,0,1,1,491381,0
samsung,67,36,Kasaragod,4,4,1,3,187,7,157,FALSE,1,0,1,1,382837,0
google,67,36,Bangalore,3,10,6,3,339,9,313,FALSE,0,0,1,1,121508,0
apple,67,36,Bangalore,5,1,0,1,67,2,53,FALSE,1,2,1,1,283825,0
realme,67,36,Hyderabad,3,4,0,3,160,7,143,FALSE,0,0,1,1,291943,0
xiaomi,67,36,Hyderabad,2,5,2,2,93,0,0,FALSE,0,0,1,1,348199,0
xiaomi,67,36,NCR,2,3,0,1,67,0,0,TRUE,0,0,1,1,186579,0
oneplus,67,36,Ahmedabad,1,1,0,1,67,1,17,FALSE,0,0,1,1,467152,0
apple,67,36,Hyderabad,1,4,0,4,147,2,53,TRUE,0,0,1,1,249578,0
xiaomi,67,36,Mumbai,2,3,1,2,22,2,53,TRUE,0,0,1,1,384414,0
oneplus,67,36,Bangalore,1,2,0,1,67,2,53,FALSE,0,0,0,1,337872,0
xiaomi,67,36,Mumbai,3,2,0,1,67,2,53,FALSE,0,1,1,1,166905,0
oneplus,67,36,Jaipur,3,2,1,1,67,,0,FALSE,0,0,1,1,355824,0
xiaomi,67,36,Rajkot,9,2,1,1,67,,0,TRUE,1,0,1,0,15867,0
apple,67,36,Bangalore,1,2,0,1,67,2,53,FALSE,1,0,1,1,327150,0
samsung,67,36,NCR,2,3,1,2,72,2,40,TRUE,0,0,1,1,178651,0
oppo,67,36,Shimoga,2,12,5,4,177,6,140,FALSE,0,0,1,1,321693,0
apple,67,36,Bangalore,,,,,,0,,FALSE,,,1,1,244920,0
samsung,67,36,,4,4,0,2,69,2,53,FALSE,1,0,1,1,98364,0
oppo,67,36,NCR,2,2,0,2,72,3,70,FALSE,0,0,1,0,390655,0
oneplus,67,36,Vijayawada,1,6,3,2,118,0,0,FALSE,0,0,1,0,253466,0
huawei,67,36,Bangalore,1,6,2,4,207,1,170,FALSE,0,1,1,1,36877,0
samsung,67,36,Hyderabad,4,4,2,2,120,0,0,FALSE,0,0,1,1,31730,0
oneplus,67,36,Pune,2,1,0,1,67,2,53,TRUE,0,0,1,1,438229,0
google,67,36,Taluka in Uttara Kannada,2,1,0,1,67,0,0,FALSE,0,0,1,1,199865,0
oneplus,67,36,Bangalore,6,6,2,4,625,6,140,FALSE,0,0,1,1,5364,0
samsung,67,36,Mumbai,4,3,1,2,133,0,0,TRUE,0,0,1,1,207277,0
asus,68,36,Surat,3,1,0,1,68,2,53,TRUE,0,0,1,1,370056,0
xiaomi,68,36,Surat,2,2,0,1,68,3,70,FALSE,0,0,1,1,474625,0
oneplus,68,36,Bangalore,2,5,2,2,179,6,123,TRUE,0,0,1,1,394774,0
lenovo,68,36,Pune,2,1,0,1,68,3,70,TRUE,0,0,1,1,500038,0
oneplus,68,36,San Jose/USA,4,7,0,3,193,6,140,FALSE,0,0,1,1,414917,0
asus,68,36,Vadodara,14,1,0,1,68,2,37,FALSE,0,0,0,1,452683,0
xiaomi,69,36,Pune,5,2,0,2,100,1,3,FALSE,0,0,1,1,15720,0
oppo,69,36,Ahmedabad,1,1,0,1,69,3,70,TRUE,0,0,1,1,112000,0
hmd global,69,36,Tiruvallur,1,2,0,1,69,3,70,FALSE,1,1,1,1,4029,0
xiaomi,69,36,Hyderabad,4,2,0,2,85,4,73,TRUE,0,0,1,0,409792,0
hmd global,69,36,Bangalore,2,2,0,2,78,,0,TRUE,0,0,0,1,252163,0
apple,70,36,Hyderabad,4,1,0,1,70,2,70,TRUE,0,0,1,0,476594,0
xiaomi,70,36,Mumbai,2,2,0,1,70,3,70,FALSE,0,0,1,0,105093,0
samsung,70,36,Jalgaon/ Aurangabad,3,1,0,1,70,0,0,FALSE,0,0,0,1,66688,0
xiaomi,70,36,Madurai,1,7,0,1,70,4,70,TRUE,0,0,1,1,249769,0
xiaomi,70,36,Ahmedabad,2,1,0,1,70,3,70,FALSE,0,1,1,1,292616,0
vivo,70,36,Hyderabad,1,1,0,1,70,0,67,FALSE,1,0,1,1,305150,0
vivo,70,36,Pune,3,3,0,2,173,6,140,FALSE,0,0,1,1,7276,0
xiaomi,70,36,Bangalore,1,1,0,1,70,0,0,FALSE,1,0,1,1,280854,0
oneplus,70,36,Secunderabad,4,3,2,1,70,0,0,FALSE,0,0,1,0,370333,0
oneplus,70,36,Solapur,1,3,0,1,70,3,70,FALSE,0,0,1,1,394147,0
xiaomi,70,36,Kanchipuram,2,2,0,1,70,3,70,TRUE,0,0,1,1,171787,0
motorola,70,36,Ahmedabad,12,4,0,4,159,7,143,TRUE,1,0,1,0,360887,0
xiaomi,70,36,Indore,3,4,0,3,76,4,73,TRUE,1,0,1,1,66891,0
xiaomi,71,36,Bangalore,2,1,0,1,71,3,70,FALSE,1,0,1,1,335994,0
apple,71,36,Bangalore,6,2,0,1,71,0,0,FALSE,0,0,1,1,100346,0
vivo,71,36,Dehradun,4,2,0,2,157,0,0,FALSE,0,0,1,1,347307,0
xiaomi,71,36,NCR,4,1,0,1,71,1,3,TRUE,0,0,0,1,71186,0
oppo,71,36,Nalgonda,1,1,0,1,71,1,3,FALSE,0,0,1,0,396406,0
asus,71,36,Mumbai,8,1,0,1,71,3,70,FALSE,0,0,1,1,214516,0
vivo,71,36,Bathinda,0,1,0,1,71,,0,FALSE,,,0,1,450306,0
samsung,72,36,Bangalore,2,2,0,2,174,0,0,TRUE,0,0,0,1,62137,0
asus,72,36,Bangalore,1,3,2,1,72,3,70,FALSE,0,0,1,1,472138,0
oppo,72,36,Visakhapatnam,1,3,2,1,72,0,0,TRUE,0,0,0,0,202923,0
apple,73,36,Secunderabad,4,4,1,2,73,3,70,FALSE,0,0,1,1,430257,0
apple,73,36,Bangalore,2,1,0,1,73,3,70,FALSE,0,0,1,1,293372,0
vivo,73,36,Mumbai,1,1,0,1,73,1,3,TRUE,0,0,0,1,141887,0
oneplus,73,36,Mumbai,2,1,0,1,73,1,3,TRUE,0,0,0,0,280888,0
samsung,73,36,Chennai,2,4,0,3,230,9,210,FALSE,1,1,1,1,216066,0
samsung,73,36,Nizamabad,9,13,0,7,201,6,140,TRUE,0,0,1,1,496173,0
apple,73,36,NCR,1,2,0,2,86,4,73,FALSE,1,0,1,1,393349,0
hmd global,73,36,Warangal,3,1,0,1,73,0,0,TRUE,0,0,1,1,389600,0
oneplus,74,36,Mumbai,3,1,0,1,74,3,70,FALSE,0,1,1,1,172272,0
xiaomi,74,36,,8,6,0,6,163,1,3,FALSE,1,0,1,0,48089,0
xiaomi,74,36,NCR,2,1,0,1,74,0,0,TRUE,0,0,1,1,420230,0
samsung,74,36,Bangalore,2,1,0,1,74,,0,TRUE,0,0,0,1,270835,0
xiaomi,74,36,Hubli,2,1,0,1,74,0,0,TRUE,2,0,1,1,487025,0
apple,74,36,Bangalore,2,5,4,1,74,2,70,FALSE,0,1,1,1,307582,0
asus,74,36,Ahmedabad,3,3,0,2,106,4,73,FALSE,2,3,1,1,184879,0
oneplus,75,36,Bangalore,1,2,0,1,75,0,0,FALSE,0,0,1,1,280349,0
oneplus,75,36,Saharsa,2,3,1,2,119,5,90,FALSE,0,0,1,0,236812,0
oppo,75,36,Hyderabad,3,4,0,2,92,4,90,FALSE,0,0,1,1,461675,0
apple,75,36,Secunderabad,1,1,0,1,75,3,70,FALSE,0,0,1,0,53655,0
xiaomi,76,36,Raebarely,4,3,1,1,76,,0,FALSE,1,0,1,0,214207,0
oppo,76,36,NCR,2,2,0,2,113,3,70,FALSE,0,1,1,1,408465,0
realme,76,36,NCR,3,8,0,2,113,2,53,TRUE,0,0,1,1,95823,0
samsung,76,36,,5,3,0,3,296,7,240,FALSE,0,0,1,0,276121,0
vivo,76,36,NCR,4,2,0,2,77,3,70,TRUE,0,0,1,1,363049,0
xiaomi,76,36,Hyderabad,2,1,0,1,76,3,70,TRUE,0,0,1,1,75261,0
oneplus,77,36,Cooch Behar,7,3,0,3,177,0,0,FALSE,0,0,1,0,399675,0
samsung,77,36,Hyderabad,4,2,0,2,93,5,90,TRUE,0,0,1,1,189490,0
xiaomi,77,36,Bangalore,4,2,0,2,127,0,0,TRUE,0,0,1,1,459131,0
apple,77,36,NCR,3,1,0,1,77,0,0,FALSE,0,0,1,1,140471,0
apple,77,36,Namakkal,0,1,0,1,77,,0,FALSE,0,0,1,0,103933,0
oneplus,77,36,Bangalore,1,3,0,1,77,2,3,TRUE,0,0,1,1,383736,0
apple,77,36,Mumbai,0,1,0,1,77,3,70,FALSE,0,0,1,1,233454,0
oneplus,77,36,Bangalore,1,1,0,1,77,0,0,FALSE,0,1,0,1,393532,0
oneplus,77,36,Gandhinagar,6,3,0,1,77,0,0,FALSE,0,0,1,1,109140,0
oppo,77,36,Hyderabad,3,3,0,2,79,1,3,FALSE,0,0,1,0,405071,0
oneplus,77,36,Hyderabad,1,2,0,1,77,0,0,TRUE,0,0,1,1,360842,0
xiaomi,78,36,Mumbai,3,3,2,1,0,,0,TRUE,0,0,1,0,244713,0
oppo,78,36,Hyderabad,1,2,0,1,78,3,70,FALSE,0,0,1,1,472676,0
infinix mobility limited,78,36,NCR,13,1,0,1,78,3,70,FALSE,0,0,1,1,405189,0
apple,78,36,Hyderabad,2,1,0,1,78,,0,FALSE,0,0,1,1,253681,0
hmd global,78,36,Surat,2,1,0,1,78,0,0,FALSE,1,0,1,1,260070,0
oppo,78,36,,3,1,0,1,78,3,70,FALSE,1,0,1,1,496546,0
xiaomi,78,36,,1,1,0,1,78,0,0,FALSE,0,0,0,0,392006,0
xiaomi,78,36,NCR,5,2,0,2,123,5,90,FALSE,0,0,1,0,169071,0
apple,78,36,Bangalore,7,6,0,5,273,7,143,TRUE,0,0,1,1,176476,0
apple,79,36,Kanchipuram,0,2,0,1,79,0,0,TRUE,0,0,1,1,377566,0
oppo,79,36,Amravati,2,2,0,2,135,0,0,FALSE,0,0,1,0,364930,0
xiaomi,79,36,Pune,1,2,0,1,79,1,0,TRUE,0,0,1,1,463736,0
oneplus,79,36,Yamunanagar,1,1,0,1,79,0,0,FALSE,1,0,1,1,84289,0
oneplus,79,36,,7,8,4,2,111,3,57,FALSE,1,1,1,1,187339,0
